CustomerID,HomeOwner,MaritalStatus,NumCarsOwned,NumChildren
5368,Y,N,2,0
5372,Y,N,2,0
5376,Y,N,2,0
5380,Y,N,2,0
5384,Y,N,2,0
5388,Y,N,2,0
5392,Y,N,2,0
5396,Y,N,2,0
5400,Y,N,2,0
5404,Y,N,2,0
5408,Y,N,2,0
5412,Y,N,2,0
5416,Y,N,2,0
5420,Y,N,2,0
5424,Y,N,2,0
5428,Y,N,2,0
5432,Y,N,2,0
5436,Y,N,2,0
5440,Y,N,2,0
5444,Y,N,2,0
5448,Y,N,2,0
5452,Y,N,2,0
5456,Y,N,2,0
5460,Y,N,2,0
5464,Y,N,2,0
5468,Y,N,2,0
5472,Y,N,2,0
5476,Y,N,2,0
5480,Y,N,2,0
5484,Y,N,2,0
5488,Y,N,2,0
5492,Y,N,2,0
5496,Y,N,2,0
5500,Y,N,2,0
5504,Y,N,2,0
5508,Y,N,2,0
5512,Y,N,2,0
5516,Y,N,2,0
5520,N,N,2,0
5524,Y,N,2,0
5528,Y,N,2,0
5532,Y,N,2,0
5536,Y,N,2,0
5540,N,N,2,0
5544,Y,N,2,0
5548,Y,N,2,0
5552,Y,N,2,0
5556,Y,N,2,0
5560,Y,N,2,0
5564,Y,N,2,0
5568,Y,N,2,0
5572,Y,N,2,0
5576,Y,N,2,0
5580,Y,N,2,0
5584,Y,N,2,0
5588,Y,N,2,0
5592,Y,N,2,0
5596,Y,N,2,0
5600,Y,N,2,0
5604,Y,N,2,0
5608,Y,N,2,0
5612,Y,N,2,0
5616,Y,N,2,0
5620,N,N,2,0
5624,N,N,2,0
5628,Y,N,2,0
5632,Y,N,2,0
5636,Y,N,2,0
5640,Y,N,2,0
5644,Y,N,2,0
5648,Y,N,2,0
5652,Y,N,2,0
5656,N,N,0,0
5660,Y,N,2,0
5664,Y,N,2,0
5668,Y,N,2,0
5672,Y,N,2,0
5676,N,N,2,0
5680,N,N,1,0
5684,N,N,1,0
5688,Y,N,2,0
5692,Y,N,2,0
5696,N,N,1,0
5700,N,N,1,0
5704,Y,N,2,0
5708,N,N,2,0
5712,Y,N,2,0
5716,Y,N,2,0
5720,N,N,2,0
5724,N,N,2,0
5728,Y,N,2,0
5732,Y,N,2,0
5736,Y,N,2,0
5740,Y,N,2,0
5744,Y,N,2,0
5748,N,N,2,0
5752,N,N,2,0
5756,Y,N,2,0
5760,N,N,1,0
5764,N,N,2,0
5768,N,N,0,0
5772,Y,Y,2,0
5776,Y,N,2,0
5780,Y,N,2,0
5784,Y,N,2,0
5788,Y,N,2,0
5792,Y,N,2,0
5796,N,N,1,0
5800,N,N,0,0
5804,Y,N,2,0
5808,Y,Y,2,2
5812,Y,N,2,0
5816,Y,N,2,0
5820,N,N,1,0
5824,N,N,2,0
5828,N,N,1,0
5832,N,N,1,0
5836,Y,N,2,0
5840,N,N,0,0
5844,N,N,2,0
5848,N,N,1,0
5852,N,N,2,0
5856,N,N,1,0
5860,Y,N,2,0
5864,Y,Y,2,1
5868,N,N,1,0
5872,Y,N,2,0
5876,N,N,0,0
5880,N,N,1,0
5884,Y,N,2,0
5888,N,N,0,0
5892,Y,N,2,0
5896,N,N,0,0
5900,Y,N,2,0
5904,N,N,1,0
5908,N,N,0,0
5912,N,N,1,0
5916,N,N,0,0
5920,N,N,0,0
5924,Y,N,2,0
5928,N,N,1,0
5932,N,N,2,0
5936,N,N,1,0
5940,Y,Y,1,1
5944,Y,N,2,0
5948,N,N,1,0
5952,N,N,1,0
5956,Y,Y,0,0
5960,N,N,2,0
5964,N,N,1,0
5968,N,N,2,0
5972,N,N,0,0
5976,N,N,0,0
5980,N,N,1,0
5984,N,N,0,0
5988,N,N,1,0
5992,N,N,0,0
5996,Y,Y,1,3
6000,N,N,1,0
6004,Y,Y,2,2
6008,N,N,2,0
6012,N,N,1,0
6016,Y,Y,1,3
6020,N,N,0,0
6024,N,N,2,0
6028,Y,Y,2,1
6032,N,N,1,0
6036,N,N,1,0
6040,N,N,2,0
6044,N,N,0,0
6048,Y,Y,2,2
6052,N,N,2,0
6056,N,N,0,0
6060,N,N,2,0
6064,N,N,0,0
6068,Y,Y,0,0
6072,N,N,1,0
6076,N,N,2,0
6080,N,N,2,0
6084,N,N,2,0
6088,N,N,2,0
6092,N,N,2,0
6096,N,N,1,0
6100,N,N,1,0
6104,N,N,2,0
6108,N,N,2,0
6112,Y,Y,1,3
6116,N,N,0,0
6120,N,N,0,0
6124,N,N,2,0
6128,N,N,2,0
6132,Y,Y,2,4
6136,N,N,2,0
6140,N,N,0,0
6144,N,N,1,0
6148,Y,Y,1,3
6152,Y,Y,2,1
6156,N,N,1,0
6160,Y,Y,1,1
6164,Y,Y,0,2
6168,N,N,1,0
6172,Y,Y,0,0
6176,N,N,2,0
6180,Y,Y,2,4
6184,Y,Y,1,3
6188,N,N,2,0
6192,Y,Y,0,0
6196,Y,Y,1,1
6200,N,N,0,0
6204,N,N,0,0
6208,N,N,0,0
6212,Y,Y,1,1
6216,N,N,2,0
6220,Y,Y,1,3
6224,N,N,0,0
6228,N,N,1,0
6232,Y,Y,0,3
6236,N,N,1,0
6240,Y,Y,2,4
6244,N,N,0,0
6248,N,N,0,0
6252,Y,Y,2,4
6256,N,N,0,0
6260,N,N,0,0
6264,Y,Y,2,1
6268,Y,Y,1,4
6272,N,N,2,0
6276,Y,Y,0,2
6280,Y,Y,2,4
6284,Y,Y,1,0
6288,N,N,0,0
6292,Y,Y,0,0
6296,Y,Y,0,0
6300,N,N,1,0
6304,Y,Y,2,2
6308,Y,Y,1,1
6312,Y,Y,1,2
6316,N,N,1,0
6320,Y,Y,0,0
6324,Y,Y,1,3
6328,Y,Y,1,3
6332,Y,Y,0,2
6336,Y,Y,0,2
6340,N,N,2,0
6344,Y,Y,0,0
6348,Y,Y,0,0
6352,N,N,1,0
6356,Y,Y,2,2
6360,Y,Y,1,3
6364,Y,Y,1,1
6368,Y,Y,2,2
6372,Y,Y,0,0
6376,N,N,2,0
6380,Y,Y,2,1
6384,Y,Y,0,3
6388,Y,Y,0,0
6392,Y,Y,1,3
6396,N,N,0,0
6400,N,N,0,0
6404,N,N,1,0
6408,Y,Y,2,1
6412,Y,Y,0,2
6416,Y,Y,1,1
6420,Y,Y,1,3
6424,Y,Y,2,4
6428,N,N,0,0
6432,Y,Y,2,1
6436,Y,Y,0,0
6440,Y,Y,2,4
6444,Y,Y,1,0
6448,Y,Y,2,4
6452,Y,Y,0,2
6456,N,N,2,0
6460,Y,Y,0,0
6464,Y,Y,1,3
6468,Y,Y,0,2
6472,Y,Y,1,1
6476,N,N,1,0
6480,Y,Y,2,2
6484,N,N,2,0
6488,Y,Y,1,0
6492,N,N,1,0
6496,Y,Y,2,4
6500,Y,Y,2,2
6504,Y,Y,1,3
6508,Y,Y,1,1
6512,Y,Y,2,2
6516,Y,Y,0,3
6520,Y,Y,2,2
6524,Y,Y,2,4
6528,Y,Y,0,0
6532,Y,Y,2,4
6536,Y,Y,1,3
6540,Y,Y,1,3
6544,Y,Y,2,0
6548,Y,Y,1,1
6552,Y,Y,0,2
6556,Y,Y,2,4
6560,Y,Y,2,4
6564,Y,Y,0,2
6568,Y,Y,1,3
6572,Y,Y,2,4
6576,Y,Y,1,1
6580,Y,Y,2,4
6584,Y,Y,0,4
6588,Y,Y,0,0
6592,Y,Y,2,4
6596,Y,Y,2,4
6600,Y,Y,2,4
6604,Y,Y,1,3
6608,Y,Y,2,2
6612,Y,Y,2,1
6616,Y,Y,0,3
6620,Y,Y,1,1
6624,Y,Y,1,1
6628,Y,Y,1,3
6632,Y,Y,0,2
6636,Y,Y,1,1
6640,Y,Y,2,2
6644,Y,Y,2,4
6648,Y,Y,1,3
6652,Y,Y,2,2
6656,Y,Y,1,1
6660,Y,Y,0,0
6664,Y,Y,2,2
6668,Y,Y,0,0
6672,Y,Y,0,0
6676,Y,Y,2,4
6680,Y,Y,0,0
6684,Y,Y,0,0
6688,Y,Y,2,2
6692,Y,Y,1,4
6696,Y,Y,1,3
6700,Y,Y,2,4
6704,Y,Y,0,0
6708,Y,Y,0,0
6712,Y,Y,1,3
6716,Y,Y,1,3
6720,Y,Y,2,2
6724,Y,Y,1,3
6728,Y,Y,2,4
6732,Y,Y,2,2
6736,Y,Y,1,3
6740,Y,Y,2,4
6744,Y,Y,2,4
6748,Y,Y,2,1
6752,Y,Y,2,2
6756,Y,Y,2,2
6760,Y,Y,2,2
6764,Y,Y,1,1
6768,Y,Y,1,3
6772,Y,Y,2,2
6776,Y,Y,2,2
6780,Y,Y,2,0
6784,Y,Y,2,2
6788,Y,Y,0,0
6792,Y,Y,2,2
6796,Y,Y,0,0
6800,Y,Y,2,4
6804,Y,Y,2,2
6808,Y,Y,0,0
6812,Y,Y,2,2
6816,Y,Y,1,3
6820,Y,Y,2,4
6824,Y,Y,2,4
6828,Y,Y,0,0
6832,Y,Y,2,2
6836,Y,Y,0,0
6840,Y,Y,2,2
6844,Y,Y,2,2
6848,Y,Y,2,2
6852,Y,Y,1,4
6856,Y,Y,2,4
6860,Y,Y,1,1
6864,Y,Y,2,2
6868,Y,Y,2,4
6872,Y,Y,2,4
6876,Y,Y,1,3
6880,Y,Y,1,3
6884,Y,Y,2,4
6888,Y,Y,2,2
6892,Y,Y,0,3
6896,Y,Y,0,3
6900,Y,Y,1,4
6904,Y,Y,0,0
6908,Y,Y,2,2
6912,Y,Y,2,4
6916,Y,Y,2,2
6920,Y,Y,2,2
6924,Y,Y,2,2
6928,Y,Y,2,4
6932,Y,Y,1,3
6936,Y,Y,2,4
6940,Y,Y,2,4
6944,Y,Y,2,2
6948,Y,Y,0,0
6952,Y,Y,2,1
6956,Y,Y,2,1
6960,Y,Y,2,4
6964,Y,Y,0,0
6968,Y,Y,0,0
6972,Y,Y,2,2
6976,Y,Y,0,2
6980,Y,Y,1,3
6984,Y,Y,2,2
6988,Y,Y,2,2
6992,Y,Y,2,2
6996,Y,Y,1,3
7000,Y,Y,1,1
7004,Y,Y,2,2
7008,Y,Y,2,2
7012,Y,Y,0,2
7016,Y,Y,1,1
7020,Y,Y,0,2
7024,Y,Y,2,2
7028,Y,Y,2,4
7032,Y,Y,2,2
7036,Y,Y,2,4
7040,Y,Y,2,4
7044,Y,Y,2,2
7048,Y,Y,0,3
7052,Y,Y,1,1
7056,Y,Y,2,2
7060,Y,Y,2,2
7064,Y,Y,2,2
7068,Y,Y,1,3
7072,Y,Y,2,2
7076,Y,Y,0,0
7080,Y,Y,1,3
7084,Y,Y,1,2
7088,Y,Y,2,4
7092,Y,Y,0,2
7096,Y,Y,0,0
7100,Y,Y,1,3
7104,Y,Y,2,2
7108,Y,Y,1,1
7112,Y,Y,2,2
7116,Y,Y,2,2
7120,Y,Y,2,2
7124,Y,Y,1,3
7128,Y,Y,2,2
7132,Y,Y,0,0
7136,Y,Y,2,2
7140,Y,Y,2,2
7144,Y,Y,2,4
7148,Y,Y,2,2
7152,Y,Y,0,0
7156,Y,Y,0,0
7160,Y,Y,2,2
7164,Y,Y,0,0
7168,Y,Y,2,4
7172,Y,Y,2,2
7176,Y,Y,2,2
7180,Y,Y,1,3
7184,Y,Y,0,3
7188,Y,Y,2,1
7192,Y,Y,2,4
7196,Y,Y,0,3
7200,Y,Y,2,2
7204,Y,Y,2,2
7208,Y,Y,2,1
7212,Y,Y,2,2
7216,Y,Y,2,2
7220,Y,Y,1,3
7224,Y,Y,2,2
7228,Y,Y,2,2
7232,Y,Y,1,3
7236,Y,Y,2,2
7240,Y,Y,2,2
7244,Y,Y,0,0
7248,Y,Y,2,4
7252,Y,Y,1,3
7256,Y,Y,2,2
7260,Y,Y,2,2
7264,Y,Y,1,4
7268,Y,Y,2,2
7272,Y,Y,2,2
7276,Y,Y,1,4
7280,Y,Y,2,2
7284,Y,Y,2,2
7288,Y,Y,2,2
7292,Y,Y,2,2
7296,Y,Y,2,2
7300,Y,Y,1,3
7304,Y,Y,2,4
7308,Y,Y,2,2
7312,Y,Y,0,0
7316,Y,Y,1,1
7320,Y,Y,2,2
7324,Y,Y,2,2
7328,Y,Y,0,0
7332,Y,Y,2,2
7336,Y,Y,1,3
7340,Y,Y,2,2
7344,Y,Y,2,2
7348,Y,Y,2,2
7352,Y,Y,2,4
7356,Y,Y,0,0
7360,Y,Y,1,3
7364,Y,Y,2,2
7368,Y,Y,0,3
7372,Y,Y,2,2
7376,Y,Y,1,0
7380,Y,Y,0,2
7384,Y,Y,2,2
7388,Y,Y,2,2
7392,Y,Y,2,2
7396,Y,Y,2,2
7400,Y,Y,2,2
7404,Y,Y,2,2
7408,Y,Y,2,2
7412,Y,Y,0,0
7416,Y,Y,2,4
7420,Y,Y,1,2
7424,Y,Y,2,4
7428,Y,Y,2,2
7432,Y,Y,2,2
7436,Y,Y,2,4
7440,Y,Y,0,0
7444,Y,Y,1,3
7448,Y,Y,2,2
7452,Y,Y,2,2
7456,Y,Y,0,0
7460,Y,Y,2,1
7464,Y,Y,2,2
7468,Y,Y,2,4
7472,Y,Y,2,2
7476,Y,Y,2,2
7480,Y,Y,1,3
7484,Y,Y,1,3
7488,Y,Y,2,2
7492,Y,Y,0,2
7496,Y,Y,0,3
7500,Y,Y,2,2
7504,Y,Y,2,2
7508,Y,Y,2,2
7512,Y,Y,2,4
7516,Y,Y,2,2
7520,Y,Y,2,2
7524,Y,Y,1,3
7528,Y,Y,2,2
7532,Y,Y,2,2
7536,Y,Y,2,2
7540,Y,Y,2,2
7544,Y,Y,2,2
7548,Y,Y,2,2
7552,Y,Y,0,0
7556,Y,Y,2,2
7560,Y,Y,2,2
7564,Y,Y,2,2
7568,Y,Y,2,2
7572,Y,Y,2,2
7576,Y,Y,2,2
7580,Y,Y,0,0
7584,Y,Y,2,2
7588,Y,Y,2,2
7592,Y,Y,2,2
7596,Y,Y,2,2
7600,Y,Y,0,3
7604,Y,Y,2,2
7608,Y,Y,1,0
7612,Y,Y,0,2
7616,Y,Y,2,2
7620,Y,Y,1,1
7624,Y,Y,2,2
7628,Y,Y,2,2
7632,Y,Y,2,2
7636,Y,Y,2,0
7640,Y,Y,2,2
7644,Y,Y,2,2
7648,Y,Y,2,2
7652,Y,Y,2,2
7656,Y,Y,2,2
7660,Y,Y,2,2
7664,Y,Y,2,2
7668,Y,Y,2,2
7672,Y,Y,2,2
7676,Y,Y,0,2
7680,Y,Y,2,2
7684,Y,Y,1,3
7688,Y,Y,2,2
7692,Y,Y,2,2
7696,Y,Y,2,2
7700,Y,Y,2,2
7704,Y,Y,1,3
7708,Y,Y,2,2
7712,Y,Y,2,2
7716,Y,Y,2,2
7720,Y,Y,2,2
7724,Y,Y,1,3
7728,Y,Y,2,2
7732,Y,Y,0,2
7736,Y,Y,2,2
7740,Y,Y,1,1
7744,Y,Y,2,2
7748,Y,Y,2,2
7752,Y,Y,2,2
7756,Y,Y,2,2
7760,Y,Y,2,2
7764,Y,Y,2,2
7768,Y,Y,0,2
7772,Y,Y,2,2
7776,Y,Y,2,2
7780,Y,Y,2,4
7784,Y,Y,2,2
7788,Y,Y,2,4
7792,Y,Y,2,2
7796,Y,Y,2,2
7800,Y,Y,2,4
7804,Y,Y,2,2
7808,Y,Y,2,2
7812,Y,Y,2,2
7816,Y,Y,2,2
7820,Y,Y,2,2
7824,Y,Y,2,2
7828,Y,Y,2,2
7832,Y,Y,2,2
7836,Y,Y,2,2
7840,Y,Y,1,3
7844,Y,Y,2,2
7848,Y,Y,2,2
7852,Y,Y,2,4
7856,Y,Y,2,2
7860,Y,Y,0,0
7864,Y,Y,2,2
7868,Y,Y,2,2
7872,Y,Y,2,2
7876,Y,Y,2,2
7880,Y,Y,2,2
7884,Y,Y,2,2
7888,Y,Y,1,1
7892,Y,Y,2,2
7896,Y,Y,0,2
7900,Y,Y,2,2
7904,Y,Y,2,2
7908,Y,Y,2,2
7912,Y,Y,2,2
7916,Y,Y,2,2
7920,Y,Y,2,2
7924,Y,Y,2,2
7928,Y,Y,2,2
7932,Y,Y,2,2
7936,Y,Y,2,2
7940,Y,Y,2,2
7944,Y,Y,0,3
7948,Y,Y,2,4
7952,Y,Y,2,2
7956,Y,Y,0,3
7960,Y,Y,2,2
7964,Y,Y,2,2
7968,Y,Y,0,2
7972,Y,Y,2,2
7976,Y,Y,2,2
7980,Y,Y,2,4
7984,Y,Y,2,2
7988,Y,Y,2,2
7992,Y,Y,2,2
7996,Y,Y,2,4
8000,Y,Y,2,2
8004,Y,Y,2,2
8008,Y,Y,2,2
8012,Y,Y,2,2
8016,Y,Y,2,2
8020,Y,Y,2,4
8024,Y,Y,2,2
8028,Y,Y,1,3
8032,Y,Y,2,2
8036,Y,Y,2,2
8040,Y,Y,2,1
8044,Y,Y,2,2
8048,Y,Y,2,2
8052,Y,Y,2,2
8056,Y,Y,2,2
8060,Y,Y,2,2
8064,Y,Y,2,0
8068,Y,Y,2,2
8072,Y,Y,2,2
8076,Y,Y,2,4
8080,Y,Y,2,2
8084,Y,Y,2,4
8088,Y,Y,0,0
8092,Y,Y,1,3
8096,Y,Y,1,3
8100,Y,Y,2,2
8104,N,N,2,1
8108,Y,Y,2,1
8112,Y,Y,2,2
8116,Y,Y,2,2
8120,Y,Y,1,3
8124,Y,Y,2,4
8128,Y,Y,2,2
8132,Y,Y,1,1
8136,Y,Y,2,4
8140,Y,Y,2,2
8144,Y,Y,2,2
8148,Y,Y,2,2
8152,Y,Y,2,2
8156,Y,Y,2,2
8160,Y,Y,0,0
8164,Y,Y,2,2
8168,Y,Y,2,2
8172,Y,Y,2,2
8176,Y,Y,2,2
8180,Y,Y,2,2
8184,Y,Y,2,2
8188,Y,Y,2,2
8192,Y,Y,2,2
8196,Y,Y,2,2
8200,Y,Y,2,2
8204,Y,Y,2,2
8208,Y,Y,2,2
8212,Y,Y,2,2
8216,Y,Y,2,2
8220,Y,Y,2,2
8224,Y,Y,2,2
8228,Y,Y,2,2
8232,Y,Y,2,2
8236,Y,Y,2,2
8240,Y,Y,2,2
8244,Y,Y,2,2
8248,Y,Y,2,2
8252,Y,Y,2,2
8256,Y,Y,2,2
8260,Y,Y,2,2
8264,Y,Y,1,1
8268,Y,Y,2,2
8272,Y,Y,2,2
8276,Y,Y,2,2
8280,Y,Y,2,2
8284,Y,Y,2,2
8288,Y,Y,2,2
8292,Y,Y,1,1
8296,Y,Y,2,2
8300,Y,Y,2,2
8304,Y,Y,2,2
8308,Y,Y,2,2
8312,Y,Y,2,2
8316,Y,Y,2,2
8320,N,Y,0,2
8324,Y,Y,2,2
8328,Y,Y,2,2
8332,Y,Y,2,2
8336,Y,Y,2,2
8340,Y,Y,2,2
8344,Y,Y,2,2
8348,Y,Y,2,2
8352,Y,Y,2,2
8356,Y,Y,1,1
8360,Y,Y,2,2
8364,Y,Y,2,2
8368,Y,Y,2,2
8372,N,N,2,2
8376,Y,Y,2,2
8380,Y,Y,2,2
8384,Y,Y,2,2
8388,Y,Y,2,2
8392,Y,Y,2,2
8396,Y,Y,2,2
8400,Y,Y,0,2
8404,Y,Y,2,2
8408,Y,Y,2,2
8412,Y,Y,2,2
8416,Y,Y,2,2
8420,Y,Y,2,2
8424,Y,Y,2,2
8428,Y,Y,2,2
8432,N,Y,0,2
8436,Y,Y,2,2
8440,Y,Y,2,2
8444,Y,Y,2,2
8448,Y,Y,2,2
8452,Y,Y,2,2
8456,Y,Y,2,2
8460,Y,Y,2,2
8464,Y,Y,2,2
8468,Y,Y,2,4
8472,Y,Y,2,2
8476,Y,Y,2,2
8480,Y,Y,2,2
8484,Y,Y,2,2
8488,Y,Y,2,2
8492,Y,Y,2,2
8496,Y,Y,2,2
8500,Y,Y,2,2
8504,Y,Y,2,2
8508,Y,Y,2,2
8512,Y,Y,2,2
8516,Y,Y,2,2
8520,Y,Y,2,2
8524,Y,Y,2,2
8528,Y,Y,2,2
8532,Y,Y,2,2
8536,Y,Y,2,2
8540,Y,Y,2,2
8544,Y,Y,2,2
8548,Y,Y,2,2
8552,Y,Y,2,2
8556,N,N,1,3
8560,Y,Y,2,2
8564,Y,Y,2,2
8568,Y,Y,2,2
8572,Y,Y,2,2
8576,Y,Y,2,2
8580,Y,Y,2,2
8584,Y,Y,2,2
8588,Y,Y,0,0
8592,Y,Y,2,2
8596,Y,Y,2,2
8600,Y,Y,0,0
8604,Y,Y,2,2
8608,Y,Y,2,2
8612,N,Y,2,4
8616,Y,Y,2,2
8620,Y,Y,2,2
8624,N,N,2,1
8628,Y,Y,2,2
8632,Y,Y,2,2
8636,Y,Y,2,2
8640,Y,N,2,4
8644,Y,Y,2,2
8648,Y,Y,2,2
8652,Y,Y,2,2
8656,Y,Y,2,2
8660,Y,Y,2,2
8664,Y,Y,2,2
8668,Y,Y,2,2
8672,Y,Y,2,2
8676,Y,Y,2,2
8680,Y,Y,2,2
8684,Y,Y,0,0
8688,Y,Y,2,2
8692,Y,Y,2,2
8696,Y,Y,2,4
8700,Y,Y,2,2
8704,Y,Y,2,2
8708,Y,Y,2,2
8712,Y,Y,2,2
8716,Y,Y,2,2
8720,Y,Y,2,2
8724,Y,Y,2,2
8728,Y,Y,2,2
8732,Y,Y,2,2
8736,Y,Y,2,2
8740,Y,Y,2,2
8744,Y,Y,2,2
8748,Y,Y,2,2
8752,Y,Y,2,2
8756,Y,Y,2,2
8760,Y,Y,2,2
8764,Y,Y,2,2
8768,Y,Y,2,2
8772,Y,Y,2,2
8776,Y,Y,2,2
8780,Y,Y,2,1
8784,Y,Y,2,2
8788,Y,Y,2,2
8792,Y,Y,2,2
8796,Y,Y,2,2
8800,Y,Y,2,2
8804,Y,Y,2,2
8808,Y,Y,2,2
8812,Y,Y,2,2
8816,Y,Y,1,3
8820,Y,Y,2,2
8824,N,N,0,0
8828,Y,Y,2,2
8832,Y,Y,2,2
8836,Y,Y,2,2
8840,Y,Y,2,2
8844,Y,Y,2,2
8848,Y,Y,0,2
8852,Y,Y,2,2
8856,Y,Y,2,2
8860,Y,Y,2,2
8864,Y,Y,2,2
8868,Y,Y,2,2
8872,Y,Y,2,2
8876,Y,Y,2,2
8880,N,Y,0,2
8884,Y,Y,2,2
8888,Y,Y,2,2
8892,Y,Y,2,2
8896,Y,Y,2,2
8900,Y,Y,2,2
8904,Y,Y,2,2
8908,Y,Y,2,2
8912,Y,Y,2,2
8916,Y,Y,2,2
8920,Y,Y,2,2
8924,N,Y,2,4
8928,Y,Y,2,2
8932,Y,Y,2,2
8936,Y,Y,2,2
8940,Y,Y,2,2
8944,Y,Y,2,2
8948,Y,Y,2,2
8952,Y,Y,2,2
8956,N,N,2,2
8960,Y,Y,2,2
8964,Y,Y,2,2
8968,Y,Y,2,2
8972,Y,Y,2,2
8976,Y,Y,2,2
8980,Y,Y,2,2
8984,Y,Y,2,2
8988,Y,Y,2,2
8992,Y,Y,2,2
8996,Y,Y,2,2
9000,Y,Y,2,2
9004,Y,Y,2,2
9008,Y,Y,2,2
9012,Y,Y,2,2
9016,Y,Y,2,2
9020,Y,Y,2,2
9024,Y,Y,2,2
9028,Y,Y,2,2
9032,Y,Y,2,2
9036,Y,Y,2,2
9040,Y,Y,2,2
9044,Y,Y,2,2
9048,Y,Y,2,2
9052,Y,Y,2,2
9056,Y,Y,2,2
9060,Y,Y,2,2
9064,Y,Y,2,2
9068,Y,Y,2,2
9072,Y,Y,2,2
9076,Y,Y,2,2
9080,Y,Y,2,2
9084,N,Y,0,2
9088,Y,Y,2,2
9092,Y,Y,2,2
9096,Y,Y,2,2
9100,Y,Y,2,2
9104,Y,Y,2,2
9108,Y,Y,2,2
9112,Y,Y,2,2
9116,Y,Y,2,2
9120,Y,Y,2,2
9124,N,N,2,2
9128,Y,Y,2,2
9132,Y,Y,2,2
9136,Y,Y,2,2
9140,N,N,0,0
9144,Y,Y,2,2
9148,Y,Y,2,2
9152,Y,Y,2,2
9156,Y,Y,2,2
9160,Y,Y,2,2
9164,Y,Y,2,2
9168,Y,Y,2,2
9172,Y,Y,2,2
9176,Y,Y,2,2
9180,Y,Y,2,2
9184,Y,Y,2,2
9188,Y,Y,2,2
9192,Y,Y,2,2
9196,Y,Y,2,2
9200,Y,Y,2,2
9204,Y,Y,2,2
9208,Y,Y,2,2
9212,Y,Y,0,4
9216,Y,Y,2,2
9220,Y,Y,2,2
9224,Y,Y,0,0
9228,N,Y,2,4
9232,Y,Y,2,2
9236,Y,Y,2,2
9240,Y,Y,2,2
9244,Y,Y,2,2
9248,Y,Y,2,2
9252,Y,Y,2,2
9256,Y,Y,2,2
9260,Y,Y,2,2
9264,Y,Y,2,2
9268,Y,Y,2,2
9272,Y,Y,2,2
9276,Y,Y,2,2
9280,Y,Y,2,2
9284,Y,Y,1,3
9288,Y,Y,2,2
9292,Y,Y,2,2
9296,Y,Y,2,2
9300,Y,Y,2,2
9304,Y,Y,2,2
9308,Y,Y,2,2
9312,N,Y,2,4
9316,Y,Y,2,2
9320,Y,Y,2,2
9324,Y,Y,2,2
9328,Y,Y,2,2
9332,Y,Y,2,2
9336,Y,N,0,2
9340,Y,Y,2,2
9344,Y,Y,2,2
9348,Y,Y,2,2
9352,Y,Y,2,2
9356,Y,Y,2,2
9360,Y,Y,2,2
9364,Y,Y,2,1
9368,Y,Y,2,2
9372,Y,Y,2,2
9376,Y,Y,2,2
9380,Y,Y,2,2
9384,Y,Y,2,2
9388,Y,Y,2,2
9392,N,Y,2,4
9396,Y,Y,2,2
9400,Y,Y,2,2
9404,Y,Y,2,2
9408,Y,Y,2,2
9412,Y,Y,0,1
9416,Y,Y,2,2
